"","date","demand","coal","nuclear","ccgt","wind","pumped","hydro","total_other"
"71",2017 Mar,33398.7790098566,1962.41834677419,7457.63429659498,14256.4405241935,3679.84912634409,317.456765232975,829.140344982079,7485.1760505112
"72",2017 Apr,29734.0202095423,536.08599613257,7013.52560838305,14011.6101879298,2990.03857084437,314.929228964132,295.107766151799,7415.69183868666
"73",2017 May,28675.9762767256,633.960598063642,7620.48117928328,12824.9732056998,2611.24518642364,307.889903978245,162.929062777091,6611.86713308696
"74",2017 Jun,27746.5077009486,618.628468118941,8164.29684012352,11652.6347199182,3258.23206277688,304.750038379078,213.990922774154,6706.69753565011
"75",2017 Jul,27214.0369623656,557.507952508961,7346.56149193548,11729.8986335125,2488.2748655914,312.722782258065,222.057123655914,7529.41333453943
"76",2017 Aug,27113.1514336918,638.185707885305,7892.10584677419,10892.0122087814,2527.98947132616,240.769265232975,343.909946236559,7721.79185774272
"77",2017 Sep,28916.6574074074,1414.70497685185,7737.91967592593,12363.7732638889,3409.98310185185,261.65787037037,411.731944444444,5810.76535684792
"78",2017 Oct,30928.2429673548,1203.12052829918,7505.88347976222,13491.8329637487,5144.98109615601,334.181559717383,526.603489159892,2685.42953719218
"79",2017 Nov,36123.713001295,4325.66527302502,6945.44346753404,15918.1615811688,5073.94820679127,336.470368334091,545.336070669656,2030.40720133944
"80",2017 Dec,36528.9563172043,4997.63328853047,6730.59274193548,14957.976030466,5356.00145609319,334.309475806452,536.233198924731,3086.71962604805
"81",2018 Jan,36529.4537410394,2021.64292114695,6970.05678763441,16189.7149417563,6199.4669578853,324.01164874552,456.168906810036,6189.34176678159
"82",2018 Feb,37247.7748015873,4036.28410218254,7493.8074156746,15321.2996031746,5328.48462301587,327.420510912698,456.69246031746,6820.04240283457
"83",2018 Mar,35886.9843951613,5242.45660089863,7150.04100652107,13858.0165026539,4936.06958446948,348.07068083209,280.38213060143,5968.56981347462
